t,t_sd,phi,sampleSize,num_mut,daysPerBin,haplotypes,n_mut_types,binning,date
134,3.9485368677250277,12668.402246093772,7832,7832,14,7664,11067,eq_days_14,2022-05-15
134,0.0,16782.12402343753,413,413,1,408,1674,eq_size_250,2022-05-15
134,0.6774881271136731,6257.479980468763,650,650,3,639,2329,eq_size_650,2022-05-15
135,0.4689388173928782,5125.16718750001,250,250,2,247,1110,eq_size_250,2022-05-16
136,0.455653418086884,23894.62988281254,850,850,3,845,2745,eq_size_850,2022-05-17
136,5.8192635685490615,8023.281445312515,10325,10325,21,10021,12639,eq_days_21,2022-05-17
137,0.0,17396.440136718782,626,626,1,615,2067,eq_size_250,2022-05-18
137,0.18871818920440298,8586.086621093762,650,650,2,638,2095,eq_size_650,2022-05-18
137,1.8562778133663345,12290.725097656272,3593,3593,7,3520,7276,eq_days_7,2022-05-18
138,0.0,34103.57031250008,525,525,1,521,1798,eq_size_250,2022-05-19
138,0.4862482196534911,19786.612500000036,850,850,2,841,2589,eq_size_850,2022-05-19
139,0.0,53679.48994140638,736,736,1,731,2442,eq_size_250,2022-05-20
139,0.0,53679.48994140638,736,736,1,731,2442,eq_size_650,2022-05-20
140,0.4454902226329305,14873.00908203128,650,650,2,643,2742,eq_size_650,2022-05-21
140,0.0,22058.12382812504,473,473,1,468,2307,eq_size_250,2022-05-21
141,0.7552912728284222,14863.491503906278,850,850,3,842,3222,eq_size_850,2022-05-22
143,0.0,17312.947363281288,497,497,1,490,1738,eq_size_250,2022-05-24
143,0.44146791462084645,14873.00908203128,650,650,2,643,2165,eq_size_650,2022-05-24
143,0.4930628016280838,16137.734472656279,850,850,2,839,2534,eq_size_850,2022-05-24
144,0.48864067050481796,7909.059472656265,650,650,2,637,2065,eq_size_650,2022-05-25
144,0.0,19240.237304687536,395,395,1,391,1471,eq_size_250,2022-05-25
144,1.8743260955645469,6105.577636718763,2493,2493,7,2423,5478,eq_days_7,2022-05-25
145,0.0,10872.234082031267,473,473,1,463,1590,eq_size_250,2022-05-26
146,0.1402808428098354,1870.2399414062534,250,250,2,242,1064,eq_size_250,2022-05-27
146,0.7426108904827762,5047.476367187509,850,850,3,827,2504,eq_size_850,2022-05-27
147,0.48498859636466585,5065.703613281259,650,650,2,630,2487,eq_size_650,2022-05-28
148,3.957172417824602,3697.6577148437573,5135,5135,14,4896,7791,eq_days_14,2022-05-29
148,0.3159990849460595,1479.7282226562525,250,250,2,240,989,eq_size_250,2022-05-29
149,0.8806238697112345,2673.157812500005,650,650,3,625,1957,eq_size_650,2022-05-30
149,0.8592033776243682,3575.3291992187565,850,850,3,818,2352,eq_size_850,2022-05-30
150,0.0,8634.379589843767,519,519,1,504,1669,eq_size_250,2022-05-31
151,1.75515346951622,3443.762011718757,2642,2642,7,2507,4823,eq_days_7,2022-06-01
151,0.0,8249.900878906266,490,490,1,476,1573,eq_size_250,2022-06-01
151,0.4944085612124103,5192.004101562512,850,850,2,817,2356,eq_size_850,2022-06-01
151,0.431100974546369,5065.703613281259,650,650,2,630,1925,eq_size_650,2022-06-01
152,0.0,6434.052441406262,401,401,1,389,1402,eq_size_250,2022-06-02
153,0.47398766962238814,5946.740917968762,850,850,2,821,2296,eq_size_850,2022-06-03
153,0.0,17111.504296875028,561,561,1,552,1732,eq_size_250,2022-06-03
153,0.3440308648716777,7328.758496093764,650,650,2,636,1942,eq_size_650,2022-06-03
154,0.0,3773.7223632812575,309,309,1,297,1125,eq_size_250,2022-06-04
156,0.5009388775451011,3823.1398437500084,250,250,2,246,937,eq_size_250,2022-06-06
157,1.0998949382521142,2188.5073242187545,650,650,4,627,1874,eq_size_650,2022-06-07
157,0.49738270801559914,3823.1398437500084,250,250,2,246,938,eq_size_250,2022-06-07
157,1.125986637878753,2772.509375000005,850,850,4,819,2232,eq_size_850,2022-06-07
159,0.0,3538.739941406258,481,481,1,451,1298,eq_size_250,2022-06-09
159,1.61166732730667,2921.5711914062563,2785,2785,7,2611,4422,eq_days_7,2022-06-09
159,0.4389720447662784,3085.916113281255,650,650,2,618,1716,eq_size_650,2022-06-09
159,5.982329044774419,2362.070605468755,8912,8912,21,8196,9381,eq_days_21,2022-06-09
159,0.4959323211683023,3919.669726562508,850,850,2,807,2064,eq_size_850,2022-06-09
160,0.0,6620.5925781250135,774,774,1,732,1960,eq_size_250,2022-06-10
161,0.0,19338.44560546879,396,396,1,392,1201,eq_size_250,2022-06-11
161,0.48829853864438677,7328.758496093764,650,650,2,636,1723,eq_size_650,2022-06-11
162,0.0,8616.400976562516,352,352,1,345,1561,eq_size_250,2022-06-12
162,0.6832253828104518,5285.416406250011,850,850,3,828,2536,eq_size_850,2022-06-12
162,3.654871028780299,2547.6041992187547,6270,6270,14,5776,7553,eq_days_14,2022-06-12
163,0.39776483940876334,1653.2826171875033,250,250,2,241,1101,eq_size_250,2022-06-13
164,0.3484085026553039,4472.092773437509,850,850,2,812,1856,eq_size_850,2022-06-14
164,0.46253241319746274,4377.014648437508,650,650,2,627,1863,eq_size_650,2022-06-14
165,0.0,7365.379492187513,527,527,1,509,1384,eq_size_250,2022-06-15
165,0.391993473784184,4009.7366210937575,650,650,2,625,1592,eq_size_650,2022-06-15
165,1.8464562354856124,3256.7865234375067,3485,3485,7,3243,5453,eq_days_7,2022-06-15
166,0.0,6126.456738281262,727,727,1,687,1601,eq_size_250,2022-06-16
166,0.35201117686002487,3405.656054687506,850,850,2,801,1821,eq_size_850,2022-06-16
167,0.4981035505697599,3696.8872070312573,650,650,2,623,1692,eq_size_650,2022-06-17
167,0.0,2933.322851562505,356,356,1,336,1086,eq_size_250,2022-06-17
168,0.0,13086.170898437525,592,592,1,579,1506,eq_size_250,2022-06-18
168,0.6020600216422,5832.689843750012,850,850,3,830,1888,eq_size_850,2022-06-18
169,0.39149594672898064,7729.278027343764,250,250,2,248,760,eq_size_250,2022-06-19
170,0.8631636916662381,3377.1357421875064,650,650,3,630,1543,eq_size_650,2022-06-20
171,0.0,5369.71757812501,489,489,1,468,1351,eq_size_250,2022-06-21
171,0.4945893068145477,4600.50322265626,850,850,2,813,1950,eq_size_850,2022-06-21
172,0.32157606426175495,4814.272070312509,650,650,2,629,1521,eq_size_650,2022-06-22
172,0.0,8771.461328125017,574,574,1,556,1444,eq_size_250,2022-06-22
173,1.716491508722843,4573.121093750009,3556,3556,7,3372,4813,eq_days_7,2022-06-23
173,0.0,17235.059863281283,563,563,1,554,1442,eq_size_250,2022-06-23
173,0.47318594660862356,10342.616210937518,850,850,2,833,1881,eq_size_850,2022-06-23
174,0.0,15686.08798828128,956,956,1,928,2019,eq_size_650,2022-06-24
174,0.0,15686.08798828128,956,956,1,928,2019,eq_size_250,2022-06-24
175,0.0,18624.232617187536,617,617,1,607,1606,eq_size_250,2022-06-25
175,0.21969517818290588,10346.391210937516,650,650,2,640,1658,eq_size_650,2022-06-25
175,0.44633118772344543,12619.233593750025,850,850,2,836,2008,eq_size_850,2022-06-25
176,0.0,9199.122949218767,389,389,1,381,1080,eq_size_250,2022-06-26
177,0.0,11284.669531250023,372,372,1,366,1005,eq_size_250,2022-06-27
177,0.4951249837723104,4585.703125000009,650,650,2,628,1461,eq_size_650,2022-06-27
178,0.0,12090.824414062521,1179,1179,1,1125,2161,eq_size_250,2022-06-28
178,0.496388955786838,5739.182519531261,850,850,2,820,1748,eq_size_850,2022-06-28
179,0.0,13589.49316406253,788,788,1,766,1805,eq_size_250,2022-06-29
179,0.2601930221689704,7928.124707031264,850,850,2,828,1926,eq_size_850,2022-06-29
179,0.0,13589.49316406253,788,788,1,766,1805,eq_size_650,2022-06-29
180,0.0,23346.115429687547,690,690,1,680,1652,eq_size_650,2022-06-30
180,0.0,23346.115429687547,690,690,1,680,1652,eq_size_250,2022-06-30
181,0.0,20959.975000000042,803,803,1,788,1775,eq_size_250,2022-07-01
181,0.0,20959.975000000042,803,803,1,788,1775,eq_size_650,2022-07-01
181,0.0,20959.975000000042,803,803,1,788,1775,eq_size_850,2022-07-01
