date,daily_avg_cases
2022-08-05,30313.571428571428
2022-08-06,30313.571428571428
2022-08-07,30313.571428571428
2022-08-08,21598.0
2022-08-09,21598.0
2022-08-10,21598.0
2022-08-11,21598.0
2022-08-12,21598.0
2022-08-13,21598.0
2022-08-14,21598.0
2022-08-15,17030.85714285714
2022-08-16,17030.85714285714
2022-08-17,17030.85714285714
2022-08-18,17030.85714285714
2022-08-19,17030.85714285714
2022-08-20,17030.85714285714
2022-08-21,17030.85714285714
2022-08-22,16719.85714285714
2022-08-23,16719.85714285714
2022-08-24,16719.85714285714
2022-08-25,16719.85714285714
2022-08-26,16719.85714285714
2022-08-27,16719.85714285714
2022-08-28,16719.85714285714
2022-08-29,15224.42857142857
2022-08-30,15224.42857142857
2022-08-31,15224.42857142857
2022-09-01,15224.42857142857
2022-09-02,15224.42857142857
2022-09-03,15224.42857142857
2022-09-04,15224.42857142857
2022-09-05,16053.42857142857
2022-09-06,16053.42857142857
2022-09-07,16053.42857142857
2022-09-08,16053.42857142857
2022-09-09,16053.42857142857
2022-09-10,16053.42857142857
2022-09-11,16053.42857142857
2022-09-12,26979.0
2022-09-13,26979.0
2022-09-14,26979.0
2022-09-15,26979.0
2022-09-16,26979.0
2022-09-17,26979.0
2022-09-18,26979.0
2022-09-19,32961.71428571428
2022-09-20,32961.71428571428
2022-09-21,32961.71428571428
2022-09-22,32961.71428571428
2022-09-23,32961.71428571428
2022-09-24,32961.71428571428
2022-09-25,32961.71428571428
2022-09-26,44302.0
2022-09-27,44302.0
2022-09-28,44302.0
2022-09-29,44302.0
2022-09-30,44302.0
2022-10-01,44302.0
2022-10-02,44302.0
2022-10-03,55067.71428571428
2022-10-04,55067.71428571428
2022-10-05,55067.71428571428
2022-10-06,55067.71428571428
2022-10-07,55067.71428571428
2022-10-08,55067.71428571428
2022-10-09,55067.71428571428
2022-10-10,56010.42857142857
2022-10-11,56010.42857142857
2022-10-12,56010.42857142857
2022-10-13,56010.42857142857
2022-10-14,56010.42857142857
2022-10-15,56010.42857142857
2022-10-16,56010.42857142857
2022-10-17,49806.57142857143
2022-10-18,49806.57142857143
2022-10-19,49806.57142857143
2022-10-20,49806.57142857143
2022-10-21,49806.57142857143
2022-10-22,49806.57142857143
2022-10-23,49806.57142857143
2022-10-24,31840.714285714286
2022-10-25,31840.714285714286
2022-10-26,31840.714285714286
2022-10-27,31840.714285714286
2022-10-28,31840.714285714286
2022-10-29,31840.714285714286
2022-10-30,31840.714285714286
2022-10-31,21945.285714285714
2022-11-01,21945.285714285714
2022-11-02,21945.285714285714
2022-11-03,21945.285714285714
2022-11-04,21945.285714285714
2022-11-05,21945.285714285714
2022-11-06,21945.285714285714
2022-11-07,21579.285714285714
2022-11-08,21579.285714285714
2022-11-09,21579.285714285714
2022-11-10,21579.285714285714
2022-11-11,21579.285714285714
2022-11-12,21579.285714285714
2022-11-13,21579.285714285714
2022-11-14,31669.85714285714
2022-11-15,31669.85714285714
2022-11-16,31669.85714285714
2022-11-17,31669.85714285714
2022-11-18,31669.85714285714
2022-11-19,31669.85714285714
2022-11-20,31669.85714285714
2022-11-21,41947.42857142857
2022-11-22,41947.42857142857
2022-11-23,41947.42857142857
2022-11-24,41947.42857142857
2022-11-25,41947.42857142857
2022-11-26,41947.42857142857
2022-11-27,41947.42857142857
2022-11-28,54867.142857142855
2022-11-29,54867.142857142855
2022-11-30,54867.142857142855
2022-12-01,54867.142857142855
2022-12-02,54867.142857142855
2022-12-03,54867.142857142855
2022-12-04,54867.142857142855
2022-12-05,61382.71428571428
2022-12-06,61382.71428571428
2022-12-07,61382.71428571428
2022-12-08,61382.71428571428
2022-12-09,61382.71428571428
2022-12-10,61382.71428571428
2022-12-11,61382.71428571428
2022-12-12,55884.57142857143
2022-12-13,55884.57142857143
2022-12-14,55884.57142857143
2022-12-15,55884.57142857143
2022-12-16,55884.57142857143
2022-12-17,55884.57142857143
2022-12-18,55884.57142857143
2022-12-19,42834.57142857143
2022-12-20,42834.57142857143
2022-12-21,42834.57142857143
2022-12-22,42834.57142857143
2022-12-23,42834.57142857143
2022-12-24,42834.57142857143
2022-12-25,42834.57142857143
2022-12-26,0.0
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,0.0
2022-12-30,0.0
2022-12-31,0.0
